PROTEIN_U,PROTEIN_V,PUBMED
YHL002W,YNR006W,16554755
YNL248C,YOR340C,18160037
YPL240C,YPR189W,15766533
YOR340C,YPR010C,15477604
YDL075W,YJL111W,31062022
YBR236C,YIL021W,33888559
YFR017C,YIL142W,19536198
YDL156W,YPL077C,22199229
YHR105W,YML116W,15263065
YBR223C,YJL088W,11805837
YDR414C,YKL120W,16093310
YGR234W,YOR117W,18757749
YJL109C,YKL081W,29263326
YDR356W,YKL042W,28814505
YDR429C,YML063W,16429126
YER124C,YNL209W,23332755
YDR422C,YDR477W,11805826
YDL229W,YGL071W,19536198
YIL078W,YJR045C,19536198
YDR381W,YMR229C,16554755
YDL140C,YGL130W,33226341
YER172C,YPL151C,16429126
YBR065C,YKL081W,16554755
YOL027C,YPL118W,21718401
YGL137W,YOR197W,20624963
YCR077C,YLR441C,31062022
YDL239C,YOR127W,22875988
YDR422C,YER029C,9207794
YDR190C,YOR141C,16554755
YDR237W,YJR045C,25792736
YGL154C,YLL024C,19536198
YDR324C,YJL109C,14759368
YFR034C,YPL031C,16330754
YDL030W,YER029C,16429126
YLR117C,YLR424W,16357217
YER165W,YOR293W,31062022
YGL102C,YMR022W,14690591
YHR121W,YOR096W,31062022
YKL143W,YMR116C,29263326
YBR154C,YDL140C,26787877
YDL149W,YML001W,30097515
YDR171W,YIL130W,19536198
YAL005C,YOL153C,19536198
YGR167W,YHR161C,9531549
YER029C,YLR117C,12509417
YBL087C,YPR190C,28096404
YER021W,YKL054C,29180430
YKL095W,YPL213W,28919079
YBL067C,YER030W,16554755
YAL005C,YNL278W,19536198
YDL229W,YMR240C,19536198
YDR150W,YLL024C,16429126
YDR382W,YKL166C,16319894
YDR064W,YHR069C,31062022
YGR081C,YKL156W,30653518
YGL240W,YHR166C,17634282
YOR047C,YOR358W,11283351
YMR134W,YOR303W,11283351
YBR118W,YPR165W,25561732
YLR201C,YNL131W,30463002
YOR061W,YOR061W,29054886
YDL168W,YMR229C,16554755
YDR381W,YOR080W,17452447
YGL111W,YOR063W,26823502
YCL061C,YEL032W,32075754
YCR031C,YLR382C,31062022
YKR092C,YNR051C,20508643
YDR443C,YNL025C,24439911
YHR052W,YLR344W,31062022
YBL041W,YER012W,15242647
YDL123W,YER125W,19168755
YLR333C,YML056C,16554755
YLL024C,YLR059C,19536198
YNL007C,YNL069C,33326013
YER112W,YOR204W,20108977
YHR170W,YLR340W,19797078
YDL195W,YGL019W,11805826
YJL061W,YMR047C,18467557
YAR007C,YML032C,23122649
YDR429C,YLR259C,19536198
YDR128W,YEL030W,19536198
YKL068W,YLR347C,11104765
YCR046C,YNL178W,31062022
YDL132W,YML088W,21389113
YER148W,YMR236W,30405110
YDR510W,YKL213C,26349035
YDR457W,YHR179W,27552055
YDL175C,YJL050W,15828860
YDR012W,YOR206W,16429126
YBR219C,YDL229W,19536198
YDR238C,YNL287W,16429126
Q0275,YGL191W,30224355
YDL014W,YNR038W,16554755
YLR238W,YMR319C,11805837
YMR106C,YNL055C,11805837
YBL092W,YGL099W,12374754
YBL072C,YPL204W,31062022
YGL158W,YGR254W,11805837
YAL005C,YDR207C,19536198
YCR035C,YKL075C,31662437
YHR165C,YPL106C,19536198
YBR251W,YOR158W,32877643
YCR042C,YDR301W,12052880
YML078W,YOR242C,32423992
YAL035W,YGR162W,33289941
YGR113W,YIR010W,31118239
YMR290C,YPR016C,11805826
YIL022W,YNR017W,18426906
YBL072C,YBR009C,31062022
YFR047C,YNL189W,11283351
YGR246C,YLR421C,30593915
YDL156W,YPL160W,25817432
YJL081C,YMR214W,19536198
YFR004W,YPL226W,18757749
YDR450W,YHR023W,31062022
YHL002W,YNR006W,11283351
YHR135C,YMR226C,11805837
YEL009C,YER040W,21184740
YDR480W,YHR121W,18719252
YFR031C,YJL080C,27580715
YBR102C,YGL233W,10688190
YDL059C,YEL051W,11805837
YLR344W,YLR409C,31062022
YKL156W,YPR102C,31062022
YHR031C,YLL024C,19536198
YDR145W,YMR179W,25228766
YER026C,YNL101W,16093310
YDR064W,YNR053C,31062022
YML042W,YPL240C,15766533
YKL140W,YML001W,25948753
YDL019C,YMR109W,16429126
YDR418W,YGL120C,16429126
YDL225W,YGR282C,11805837
YOR206W,YPL211W,26642313
YER171W,YJL066C,11805837
YFL045C,YOR117W,18757749
YEL021W,YOR254C,29659649
YDR013W,YEL032W,32075754
YFR004W,YOR362C,22215586
YKR099W,YLL024C,19536198
YMR225C,YNL252C,32877643
YBR254C,YDR246W,11805826
YBR109C,YFR014C,11474067
YDR190C,YNL215W,26831523
YER172C,YLR438C,10747033
YBR142W,YCR031C,31062022
YGR215W,YNR036C,16554755
YBL099W,YDR377W,9867807
YDR477W,YOR047C,8114728
YBR009C,YLR449W,22199229
YDR412W,YPL106C,19536198
YDR424C,YDR488C,23761070
YBR103W,YIL112W,10688190
YCR057C,YPL126W,16429126
YLR150W,YNL110C,16554755
YHR010W,YHR052W,12374754
YKL012W,YOR224C,16606443
YHR005C,YLR452C,9488712
YDR510W,YMR190C,25588990
YER012W,YGL011C,11805837
YBR057C,YJR083C,22875988
YDL140C,YDR404C,11805826
YER095W,YGL163C,18430956
YDR427W,YPR108W,16429126
YER003C,YOR001W,28539363
YFR036W,YLL051C,11283351
YDL029W,YPR152C,16606443
YIL033C,YPR184W,25065647
YDR195W,YER133W,11805826
YML024W,YPL231W,31062022
YBR107C,YDR421W,18719252
YDR510W,YMR224C,23122649
YJR007W,YMR093W,16554755
YDL047W,YMR196W,11805837
YOL051W,YOR224C,17919657
YBR198C,YMR223W,23599000
YDR273W,YDR273W,11742972
YBR119W,YNL227C,9207794
YJR044C,YOL129W,18216282
YCR012W,YLR344W,31062022
YLR312W,YOL027C,16476776
YGR187C,YKL101W,21460040
YDL095W,YNL064C,19536198
YHR023W,YOR096W,31062022
YKL074C,YOR063W,30053068
YBR079C,YPL074W,22875988
YGR135W,YOL038W,14759368
YJL156C,YOR014W,23447701
YDR388W,YDR450W,31062022
YDL007W,YER012W,21878652
YGL180W,YKL023W,16319894
YBR172C,YKL204W,16120600
YBR118W,YKL021C,11805837
YJL033W,YLR344W,31062022
YHR027C,YHR169W,16429126
YGL150C,YKL104C,16429126
YAL005C,YHR007C,19536198
YGL130W,YOR375C,16429126
YNL016W,YNR011C,32857852
YDL229W,YPR078C,19536198
YER048C,YMR125W,19536198
YCL019W,YHR115C,14660704
YJL190C,YOL012C,31062022
YBR078W,YJR074W,30249596
YAL035W,YDR060W,14759368
YDR145W,YDR392W,12052880
YBL045C,YGL187C,23864706
YFL008W,YIL026C,31807710
YLR208W,YNL209W,23332755
YHR158C,YMR124W,16554755
YLR026C,YOR327C,24589832
YDR416W,YLR117C,11805826
YDL140C,YOR151C,16076843
YBR196C,YBR196C,29557065
YDL220C,YDR356W,9585415
YAL005C,YLR274W,19536198
YFL002C,YMR290C,16429126
YBR253W,YHL033C,16429126
YDR450W,YJR045C,31062022
YLR347C,YPL020C,23712011
YGL123W,YNL301C,31062022
YER087C,YHR133C,31201345
YJL203W,YPL213W,16618970
YLR212C,YPR141C,16085496
YDR064W,YDR432W,31062022
YAL064W,YKL088W,14690591
YHR191C,YMR078C,26987677
YKL143W,YLR441C,31062022
YAL005C,YGL256W,32205407
YER012W,YPR103W,14759368
YFR019W,YLL024C,19536198
YBR118W,YKL032C,29438513
YDR392W,YPL254W,28180299
YAL005C,YMR227C,19536198
YFL001W,YMR216C,16319894
YDR071C,YML064C,33481703
YDR092W,YGL127C,11283351
YDR227W,YDR378C,31515872
YHR186C,YJR066W,14736892
YIR011C,YNL189W,21075847
YAL031C,YER172C,11290703
YAL054C,YAR035W,18467557
YKR026C,YLR291C,24852487
YCL025C,YCL025C,16093310
YDR240C,YIL061C,14759368
YLL001W,YPL106C,19536198
YKL049C,YOR038C,30012561
YBL026W,YER025W,10900456
YLR116W,YMR065W,9207794
YBL099W,YNL007C,33326013
YLL024C,YPL165C,19536198
YDR496C,YLR276C,16429126
YER146W,YLR438C,10747033
YGL123W,YIL076W,31062022
YBR169C,YPL106C,19536198
YBR049C,YLL024C,19536198
YDL108W,YPR025C,9235928
YGR067C,YOR119C,30011030
YNL207W,YOR046C,26872259
YCL011C,YHR167W,14769921
YIL021W,YLR115W,34543624
YCR093W,YNR052C,14734555
YBL080C,YNL005C,32877643
YJL166W,YJR045C,25792736
YGR275W,YOR156C,14660704
YGR002C,YML092C,32868373
YJR045C,YPR103W,19536198
YDR285W,YEL003W,19536198
YAR066W,YMR047C,11283351
YCR046C,YDL077C,25026036
YKR068C,YML077W,11239471
YDR425W,YKL079W,22875988
YNL097C,YNL330C,11306585
YKL054C,YOL123W,29180430
YHR027C,YLR180W,16429126
YBR010W,YLR399C,12620224
YDR412W,YMR142C,20005841
YNL024C,YNL064C,19536198
YAL043C,YNL222W,16429126
YGR241C,YKR054C,22875988
YCR031C,YPL173W,31062022
YDR224C,YKL058W,22199229
YDL190C,YPL240C,15766533
YDR328C,YJR123W,16432255
YDR001C,YJL164C,33441790
YCL059C,YLR175W,29263326
YBL016W,YPR086W,16319894
YDR482C,YLL036C,16554755
YBR082C,YDL008W,23049888
YGR152C,YGR152C,20587777
YDR099W,YIL095W,16554755
YAL025C,YDL077C,25026036
YDR132C,YNL209W,23332755
YNL209W,YOR382W,23332755
YGL174W,YKL074C,16314500
YDR166C,YJL085W,8978675
YHL025W,YOL127W,31062022
YKL088W,YMR149W,18467557
YOR276W,YPR181C,29775579
YCR072C,YCR072C,23874617
YDR171W,YJL033W,19536198
YDR280W,YHR081W,14759368
YFR010W,YPR108W,16554755
YIR009W,YPL178W,21558325
YDL229W,YDR462W,19536198
YDL097C,YNL178W,31062022
YER110C,YJL208C,17244531
YOR210W,YOR224C,16554755
YBR105C,YDL055C,25172955
YBR154C,YPR086W,18467557
YKL095W,YMR213W,11884590
YBR109C,YOL016C,11474067
YIL021W,YML010W,23418395
YBL101C,YER177W,20489023
YNL251C,YPL190C,16429126
YBR247C,YDL153C,29925570
YMR012W,YMR246W,16429126
YGL105W,YNL178W,31062022
YGR085C,YKR081C,17938242
YIL021W,YKR092C,34543624
YDR388W,YPL249C,10992286
YDR285W,YKL061W,22875988
YLR399C,YMR227C,18719252
YIL094C,YJR045C,25792736
YAR003W,YHR119W,22147691
YDL160C,YLR448W,26392412
YJR051W,YJR097W,19536198
YCR060W,YPL240C,20663878
YDR404C,YIL021W,34543624
YLR287C,YMR236W,21734642
YBL078C,YHR113W,32453403
YPL031C,YPR188C,16319894
YBR155W,YJR031C,16554755
YNL222W,YPR086W,12660165
YDL160C,YLL045C,26392412
YDL003W,YIL126W,30922844
YJR140C,YOR038C,16264190
YKR001C,YLR396C,23591871
YDR397C,YER148W,9096360
YLR150W,YOL127W,31062022
YGL161C,YOR089C,11943201
YGL150C,YPL129W,17693258
YBL093C,YGL151W,26240385
YDR320C,YPR149W,19536198
YDR238C,YLR078C,11970962
YBR072W,YDL225W,11805837
YDR148C,YMR242C,16429126
YDL140C,YJL177W,33226341
YHR088W,YLR075W,29557065
YER143W,YLL039C,32193351
YBR142W,YGL030W,16429126
YGL066W,YOL148C,25441028
YGL058W,YOL080C,11283351
YOR308C,YPR178W,16429126
YOL040C,YOR204W,31062022
YBL050W,YOL010W,10688190
YBR247C,YLR409C,28600509
YFL014W,YOR142W,19536198
YGL106W,YPR171W,16554755
YGL099W,YPR016C,20670889
YDR472W,YEL048C,27872253
YDR385W,YGR270W,19106085
YLR350W,YMR296C,31133554
YBR118W,YKL081W,11805826
YDL140C,YMR237W,33226341
YDR450W,YNL306W,31062022
YBR181C,YIL070C,31062022
YDR235W,YPL178W,24500206
YDR415C,YKL210W,16554755
YGL203C,YJL053W,22615397
YDL229W,YIL053W,19536198
YBL003C,YDL070W,22199229
YDR324C,YOR078W,16429126
YDL064W,YML023C,14690591
YIL021W,YJR006W,34543624
YHR135C,YKL195W,16319894
YLR071C,YPR070W,9710620
YER029C,YKL012W,16429126
YLR432W,YPR175W,16429126
YHR083W,YLR362W,14690591
YER127W,YNR054C,15964808
YBR230C,YPR191W,22461620
YDR145W,YMR223W,21734642
YLR449W,YPL127C,28183979
YAL011W,YHR064C,19536198
YDR346C,YOR244W,19303850
YBL075C,YNL193W,19536198
YDR295C,YOL090W,11805826
YIL126W,YML127W,11931764
YDL077C,YDR322W,25026036
YDL007W,YHR027C,22460800
YCL025C,YDL229W,19536198
YKR038C,YML036W,16564010
YDR388W,YLR337C,18467557
YDR280W,YMR229C,12150911
YDL229W,YOL068C,19536198
YKL166C,YNL263C,16319894
YHR171W,YKL134C,10688190
YLR175W,YLR293C,34646016
YDR298C,YNR017W,25124039
YKL190W,YLR433C,16554755
YBR118W,YNL138W,9125210
YGR235C,YKR016W,22009199
YBL027W,YNR053C,27251291
YER114C,YNL271C,31964708
YKL011C,YNL064C,19536198
YGL133W,YPL106C,19536198
YBR060C,YML065W,19896182
YGR188C,YMR304W,16554755
YDR412W,YLR009W,20005841
YFR030W,YIL094C,16429126
YDR273W,YJL057C,21460040
YER151C,YLL018C,20508643
YBR118W,YLR074C,11805837
YPL084W,YPL084W,22940862
YDL229W,YHR141C,19536198
YDL226C,YEL064C,11283351
YHL015W,YLL018C,31062022
YDR264C,YPL246C,18467557
YCL027W,YKL092C,11743162
YDR113C,YGL180W,16319894
YBR273C,YDL126C,15258615
YBR009C,YHR121W,25073155
YLR064W,YLR388W,25413348
YGR086C,YPL004C,25863055
YFL023W,YLR200W,11283351
YCR002C,YMR108W,11805837
YML007W,YPR070W,16429126
YLR200W,YNL009W,19536198
YJL164C,YMR182C,16319894
YGL103W,YGL227W,25172955
YGR030C,YLR318W,27156450
YDL064W,YJL076W,23712011
YBL002W,YGR054W,11805837
YGL111W,YGL111W,18559667
YER006W,YGR103W,12110181
YGR103W,YPL106C,19536198
YBL045C,YNL052W,30598554
YGR092W,YPL242C,21118957
YFL002C,YJR077C,21825077
YDL013W,YDR059C,18499666
YFR037C,YIR010W,21107429
YGR084C,YJL131C,30927524
YDR381W,YPR094W,14517302
YHR181W,YLR026C,16107716
YAR002C,YDL192W,18467557
YER178W,YOR369C,31062022
YBR254C,YKR068C,9564032
YKL104C,YLR052W,16429126
YJL084C,YLR288C,10688190
YBR078W,YOR197W,30675380
YOR098C,YPL153C,17563356
YER157W,YGL223C,12011112
YMR049C,YNL230C,11805837
YAL005C,YGR184C,19536198
YBR034C,YMR263W,14690591
YAL005C,YKL035W,19536198
YDL005C,YOL135C,9420330
YBR198C,YML015C,11805826
YDL192W,YDL200C,11805837
YER022W,YGR104C,8324825
YDR013W,YDR489W,32804080
YGL111W,YOR380W,16554755
YCR060W,YDR190C,18268103
YHL030W,YOR259C,16429126
YJL109C,YOR294W,16554755
YAL035W,YMR260C,17242201
YEL056W,YMR108W,11805837
YER133W,YFL023W,8754819
YEL026W,YOR293W,31062022
YDL108W,YKR062W,22411836
YGR159C,YLR344W,31062022
YBL026W,YPL249C,10900456
YGR195W,YNL232W,16829593
YDR172W,YDR172W,17295405
YBR044C,YDL229W,19536198
YIL021W,YJL140W,16554755
YGL122C,YKL213C,26349035
YBR059C,YLR377C,20457600
YJL088W,YLR288C,11805837
YJR022W,YNR053C,9207794
YJR068W,YOR144C,30418970
YDR148C,YFL018C,8575446
YER067W,YPL240C,26217697
Q0140,YOL040C,31062022
YDL229W,YMR241W,22940862
YHR107C,YHR107C,10688190
YHR195W,YOR065W,16093310
YLR085C,YLR377C,20457600
YDR201W,YKR037C,17460120
YDR192C,YOR046C,28869701
YDR398W,YMR186W,19536198
YBR181C,YPL093W,31062022
YER133W,YGR156W,16429126
YDL143W,YKL049C,21070971
YBL003C,YNL178W,16429126
YBR079C,YLR192C,21280672
YBR154C,YOR151C,16429126
YBL018C,YBR167C,11805826
YBL023C,YOL146W,21868389
YDR378C,YER112W,10428970
YHR023W,YMR229C,26921299
YIL021W,YPR093C,16429126
YDR206W,YHL015W,31062022
YLR347C,YMR047C,11104765
YDL140C,YGL206C,33226341
YIL061C,YKL074C,31485080
YFL049W,YMR033W,16429126
YBL025W,YMR270C,29357286
YDR356W,YDR356W,10339566
YER070W,YOR197W,20624963
YFR004W,YJR025C,18757749
YGR229C,YOR001W,28539363
YHR165C,YKL173W,17934474
YLR153C,YML085C,16429126
YNL209W,YPR191W,23332755
YKL073W,YOR124C,19536198
YGL135W,YHR066W,22995916
YHR121W,YOR090C,28539364
YKL006C,YLR268W,24589832
YDR427W,YNR059W,11283351
YCL018W,YFL002C,21825077
YDR393W,YPL174C,22875988
YGL172W,YHR216W,11283351
YKL012W,YMR313C,16606443
YDR356W,YNL064C,19536198
YBL072C,YGR097W,31062022
YCR088W,YDR488C,14737190
YAL005C,YDR480W,19536198
YER148W,YML015C,9083082
YDR447C,YPR190C,28096404
YDL077C,YMR197C,15889152
YKL203C,YNL135C,7499212
YIL065C,YJR064W,30033679
YEL037C,YKL145W,21619884
YLR397C,YPR017C,11805837
YDR240C,YLR347C,16554755
YBR115C,YJL019W,30417519
YFR028C,YFR028C,28758351
YBR156C,YPL209C,18719252
YBL004W,YOR293W,31062022
YBR079C,YLR192C,20584985
YKL156W,YOR326W,31062022
YKR006C,YMR128W,29263326
YAR002W,YDR381W,17922018
YJL008C,YJL159W,16554755
YDL111C,YNL232W,25210768
YLR357W,YMR033W,27768892
YLL026W,YMR012W,27373154
YER164W,YMR214W,19536198
YGR076C,YML024W,31062022
YGL048C,YKL081W,16284124
YEL061C,YJL080C,27580715
YBR160W,YPR119W,10323869
YKR065C,YNR017W,25124039
YDL126C,YGL246C,11805826
YMR140W,YOR244W,19303850
YGR214W,YHR169W,31062022
YNL189W,YPL214C,10688190
YJR006W,YLR447C,11283351
YHR149C,YMR273C,11489916
YBR257W,YNL282W,17881380
YIR006C,YNL020C,17978096
YDL075W,YGL207W,31062022
YMR064W,YPL106C,19536198
YCR052W,YLR033W,14729968
YDR159W,YFR002W,17922018
YFR050C,YFR050C,15253422
YOR276W,YPR041W,29775579
YDR293C,YKR028W,14759368
YGR155W,YJL190C,31062022
YLL024C,YLR117C,19536198
YCL018W,YHR070W,11805837
YAL005C,YJR045C,26217697
YPL169C,YPL178W,22244335
YGR218W,YML124C,26673895
YJR074W,YLR333C,30249596
YMR225C,YNL005C,32877643
YJR051W,YLR378C,30682149
YGL123W,YOR117W,18757749
YML079W,YML079W,15608122
YDL006W,YDR162C,18719252
YDR060W,YPL043W,25877921
YPL127C,YPR161C,16554755
YIL050W,YPL031C,18719252
YFR004W,YGL011C,22037170
YJR041C,YKL014C,15226434
YDR381W,YGL066W,31165730
YFL024C,YJL081C,27550811
YFL008W,YOL091W,17634282
YLR186W,YOR276W,29775579
YKL068W,YKR082W,18046405
YBR217W,YKL130C,14690591
YJL074C,YOL041C,11805826
YHR031C,YPL240C,19536198
YDR127W,YGL048C,11805826
YBR156C,YER082C,18794331
YDL042C,YLR383W,33979898
YOL127W,YOR276W,25973932
YCR084C,YDL105W,10688190
YAR007C,YOL056W,25719602
YDL031W,YLR441C,31062022
YLR263W,YPL194W,20534433
YHR079C,YHR079C,18191223
YDL065C,YMR047C,11283351
YGR074W,YJR033C,9207794
YDR013W,YGL201C,21868389
YJR050W,YLL036C,16429126
YFR004W,YNR017W,20170199
YGR119C,YPL232W,22875988
YKL006W,YML065W,20595233
YOR124C,YPR030W,17028178
YFR004W,YGR254W,16284124
YCR002C,YFR030W,11805837
YHR142W,YKL154W,16093310
YBR154C,YOR340C,16554755
YBR196C,YLL024C,19536198
YEL030W,YLR298C,19536198
YDR460W,YOR344C,22875988
YBR167C,YNL221C,11880623
YDR265W,YGL153W,22375831
YBR119W,YPL178W,16429126
YBL072C,YNL037C,31062022
YLR425W,YPL066W,16554755
Q0045,YML030W,29746825
YER074W,YHR169W,16429126
YKL203C,YMR104C,24465216
YDR311W,YGR120C,10688190
YJR074W,YPL008W,30249596
YIR012W,YLR075W,9271392
YGL256W,YNL209W,23332755
YMR242C,YNL007C,33326013
YFR002W,YGR098C,25822502
YMR186W,YOL098C,31399574
YBR160W,YHR118C,15744308
YEL056W,YPL001W,16429126
YBL105C,YOL083W,20489023
YDL239C,YKR034W,18719252
YER006W,YPL093W,29294095
YDR138W,YNL016W,32857852
YHR030C,YPR047W,20489023
YPR032W,YPR032W,29668350
YGR207C,YNR058W,16554755
YDR496C,YLR441C,31062022
YBR017C,YJR009C,11805837
YGR120C,YOR353C,10688190
YHR196W,YOR145C,16429126
YIL084C,YNL097C,16554755
YAL012W,YJR074W,30249596
YDR378C,YJR022W,10900456
YHR203C,YPR175W,16429126
YGR033C,YJL143W,19884344
YBR134W,YCR106W,18719252
YDR099W,YNL267W,11805826
YGR218W,YJR019C,26673895
YMR128W,YOR078W,16429126
YDL229W,YGR245C,19536198
YBR034C,YNR052C,21464899
YER128W,YOR344C,22875988
YOR117W,YOR261C,16284124
YML072C,YMR011W,18467557
YNL175C,YNL209W,16429126
YAR003W,YJL026W,11805837
YFR004W,YIL075C,28106073
YFR004W,YFR052W,22927375
YAL036C,YLR064W,25413348
YDR267C,YOL028C,14690591
YER125W,YHR200W,26205498
YER172C,YLR438C,11720284
YKL054C,YPR152C,21386897
YDR224C,YJL074C,22199229
YCR092C,YOL090W,24746922
YBL035C,YNL290W,16429126
YGL111W,YLR449W,18559667
YDL131W,YJL168C,16606443
YAR002W,YLR335W,11425876
YER079W,YLR096W,16319894
YDR128W,YNL244C,11283351
YDL020C,YNL209W,23332755
YGR162W,YOL139C,29987188
YDL077C,YFL045C,25026036
YGL215W,YPL031C,14681455
YLR387C,YNL178W,31062022
YER031C,YOR326W,18653471
YDR312W,YJL187C,16319894
YBR079C,YMR146C,16554755
YMR005W,YPL129W,12052880
YNR031C,YPL240C,19536198
YBR088C,YOR213C,20813847
YBR279W,YIL021W,34543624
YBR011C,YLR344W,31062022
YBR105C,YPL240C,19536198
YLR366W,YMR022W,14690591
YGL123W,YOR290C,31062022
YBR087W,YOR144C,16429126
YBR272C,YOR117W,18757749
YHR099W,YMR236W,9885573
YGR013W,YLR147C,10504710
YDR404C,YMR304W,33226341
YER133W,YLR449W,11805837
YJL151C,YMR079W,18719252
YBR130C,YKL130C,16554755
YDR101C,YHR197W,26619264
YEL009C,YPL031C,12101234
YBL102W,YIL109C,23904270
YNL207W,YOR167C,21835981
Q0105,YLR038C,30224355
YDL156W,YDR251W,22199229
YDR064W,YDR214W,31062022
YNL016W,YPL224C,32857852
YBR247C,YGR081C,29925570
YKL049C,YKL081W,21070971
YDL239C,YMR117C,17634282
YGR252W,YJL008C,21734642
YAR019C,YNL225C,33481703
YCR035C,YGR195W,16429126
YFR050C,YOR157C,9087403
YGR173W,YKL085W,11805837
YGR023W,YKL119C,16093310
YMR246W,YNL214W,21748599
YER087W,YJR125C,25512335
YIR010W,YJR112W,31118239
YBL085W,YLR320W,26849847
YHR079C,YML075C,16093310
YDL229W,YMR038C,27001512
YBL067C,YJL177W,22902402
YDR101C,YHR197W,30291245
YHR216W,YIL021W,33888559
YAL035W,YLR427W,11805837
YDL024C,YLL024C,19536198
YJL191W,YNL308C,16429126
YAL005C,YLR244C,19536198
YHR058C,YPL248C,20059977
YGR162W,YHR115C,26777405
YBR267W,YJL122W,17803941
YDR228C,YLR115W,27780845
YGR095C,YNL232W,17942686
YKL105C,YPR018W,22875988
YJL207C,YLR330W,18467557
YGL019W,YOR361C,16429126
YLR226W,YML032C,21075850
YGL210W,YNL263C,11943201
YDR225W,YDR440W,29339748
YIL075C,YJL164C,16319894
YBR145W,YDR499W,11805837
YDR395W,YGR005C,19366694
YLR106C,YOL108C,14660704
YHR121W,YLR325C,16554755
YPL129W,YPR187W,16554755
YHR052W,YLR009W,12374754
YDL040C,YPR190C,28096404
YDR188W,YGR192C,18511909
YDR064W,YLR002C,31062022
YDL047W,YPL204W,11805837
YFL013C,YGL150C,26798134
YDR138W,YHR167W,14759368
YGR275W,YML115C,11283351
YIR001C,YOL121C,31062022
YEL018W,YFL039C,24843044
YLR045C,YOR269W,17634282
YDR167W,YML098W,10788514
YBL084C,YKL022C,23751495
YER171W,YGL195W,11805826
YGR186W,YHR143W,23418395
YJL020C,YJL106W,19841731
YKL072W,YNL227C,19536198
YGR103W,YHR010W,16429126
YAL003W,YNL002C,23945946
YDR225W,YOR116C,22199229
YDL229W,YHR199C,11805837
YCR009C,YGR254W,11805837
YKR069W,YOL038W,11283351
YBR249C,YDL229W,19536198
YLR106C,YNR053C,23874617
YDR405W,YJL052W,32877643
YDR224C,YOR207C,30593915
YKL156W,YPL127C,31062022
YJR125C,YOR207C,30593915
YBR045C,YOR178C,8754819
YGL099W,YIL133C,27580715
YKL079W,YOR326W,10679024
YBR130C,YGL106W,11805837
YBL072C,YGL105W,31062022
YHR186C,YLL039C,21070969
YDR140W,YER070W,33166396
YCL025C,YPL265W,16093310
YGL073W,YGL073W,29734798
YBR118W,YOR147W,22940862
YNR003C,YPR110C,16554755
YGL027C,YNL153C,19536198
YDR214W,YPL240C,23166640
YGL075C,YLR190W,17634282
YNL209W,YPL028W,23332755
YGL003C,YJL014W,11805837
YER006W,YJL122W,23045392
YDL113C,YFR028C,21127052
YER068W,YJL080C,27580715
YIL078W,YLL024C,19536198
YJL088W,YML068W,11805837
YBR009C,YLR442C,11714726
YGR150C,YHL004W,32877643
YDR523C,YHR184W,27182947
YAL005C,YGR292W,19536198
YOR116C,YOR116C,14759368
YDR320C,YMR044W,19536198
YDR073W,YHL025W,28249159
YGR140W,YMR094W,8670864
YER111C,YPR119W,8402888
YPL043W,YPL043W,27077951
YDR118W,YMR134W,17634282
YDL015C,YLR259C,16429126
YLL024C,YMR238W,22940862
YNL007C,YNL161W,11805837
YLR344W,YNL002C,31062022
YFL045C,YGL195W,16429126
YOR042W,YPR119W,15200949
YBR087W,YBR088C,25450506
YCL059C,YHR203C,15094838
YBR279W,YLR418C,18469135
YKL009W,YOL121C,31062022
YAL005C,YDR142C,19536198
YFR024C,YHR016C,31454312
YEL026W,YOR310C,12068309
YAL035W,YJL080C,27580715
YDR357C,YGL079W,18719252
YFR014C,YNL021W,16319894
YMR237W,YPL131W,16429126
YDL207W,YGL092W,12496130
YKL160W,YPL240C,19536198
YBR198C,YEL026W,21734642
YBR245C,YOL006C,16554755
YAL005C,YBR279W,19536198
YCR042C,YPL129W,11805826
YDR482C,YPL178W,21558325
YLR293C,YOL005C,34646016
YDL240W,YPR165W,11447600
YGL093W,YKR022C,22875988
YAR007C,YOR038C,20190278
YER023W,YLR291C,11805837
YNL064C,YOR347C,19536198
YAL005C,YGL219C,19536198
YGR140W,YIL035C,21633108
YAL038W,YHR200W,17499717
YKL156W,YOL077C,31062022
YFL039C,YJL092W,11805837
YLR441C,YPR102C,31062022
YGL147C,YOR293W,31062022
YDR099W,YER133W,16554755
YDL126C,YJL157C,14557244
YDR171W,YGL106W,16554755
YDL126C,YDR049W,21896481
YDL160C,YFR031C,26392412
YFR052W,YLR441C,31062022
YIL021W,YNL209W,33888559
YDL075W,YNL050C,31062022
YJL164C,YKL146W,16319894
YBR009C,YKL139W,11805837
YDR515W,YGR078C,19536198
YGL005C,YLR453C,11283351
YDR238C,YNR051C,20508643
YNL262W,YOR293W,31062022
YDL160C,YNL064C,26392412
YGL019W,YKL078W,29054886
YDR363W,YGL018C,19536198
YJR134C,YOR058C,22875988
YJL106W,YNL064C,11805837
YCL059C,YGL030W,16429126
YOR226C,YPL088W,10688190
YJR051W,YNL064C,19536198
YDR101C,YHR197W,20542003
YHR200W,YMR276W,27698474
YDR489W,YLR103C,28373564
YMR116C,YOR119C,31062022
YDR347W,YMR116C,31062022
YDR362C,YLR055C,30593915
YML010W,YOR151C,24813444
YBR275C,YNL216W,1577274
YGR158C,YGR195W,11805826
YKL059C,YLR277C,14759368
