P20676
P40302
P49704
Q08232
P39106
Q03921
P13902
P40461
Q02821
P38786
P43550
P39960
P07253
P25649
P32642
P40260
Q06682
P25577
Q08650
Q12452
P33327
P00128
P39927
P40530
P28274
P29478
P36167
P38229
P24583
O13563
Q12082
P53011
P46944
Q12263
P25566
P53314
P40068
Q05933
P40019
P38305
P53117
P46965
P06244
P38174
P15731
Q03673
P38702
Q99316
P38270
Q00578
Q03940
P40582
P14904
P54861
P23301
P36142
P53909
P06774
Q03323
P53731
P25602
P07342
P38347
P50094
Q01217
P38852
Q12385
P53038
P46677
Q07963
Q07555
P35177
Q06440
Q08004
P47130
P36047
P53094
Q03957
P46671
O13564
P38719
P21691
Q04183
P38921
P40345
Q12045
P87288
P38632
P42934
Q04305
Q12034
P38329
P23202
P48360
P17076
P53249
P39723
P46962
Q08756
P15202
P40214
P43583
Q12006
Q06505
P47092
P32432
P24384
P24784
P53740
P18408
P04456
P15873
P53720
Q12427
P17629
P53134
Q07084
P38931
P40064
P32385
P00358
Q08271
P53292
P53979
Q04359
Q12523
P53215
O13549
Q06616
P28708
Q99394
P25574
Q02931
P40328
P42943
P38142
P36145
Q08096
O13534
P25652
P23291
Q04487
P32843
Q03653
P53729
Q06551
P22209
P32190
P43622
Q06149
P26263
P46948
P32264
P38855
P53043
P25563
Q08032
P47084
P15019
Q02651
Q12163
P39940
P38256
P38841
P08539
Q02772
P53239
P47141
P34072
Q12494
P40160
P35497
Q03677
P32469
P46993
P49573
P38604
Q02685
Q04712
P54005
P41733
P40460
P39000
P33202
Q99318
P39682
P0C0W9
P40567
P40032
P53320
P46972
P32364
Q08646
Q99176
P18634
P38358
P04824
P39007
P38325
P50101
P51998
P22353
Q07887
Q04431
Q12239
Q04773
P32449
P35056
P47065
O13568
Q12207
P00431
Q02554
P38204
P50086
Q6Q547
Q03660
P19358
P47164
P12887
P40004
P22035
Q08208
Q06835
Q04087
P38197
P37296
P39703
P53324
P53896
P28272
Q00873
P46673
Q12531
Q12280
P05066
Q03201
Q12436
P38176
Q05812
P32906
Q12043
P17536
P53070
P53063
Q03067
Q12156
P09734
P38892
Q99373
P53058
P13099
P12398
Q12480
P40413
P53246
P48836
Q06214
P39101
Q02895
P53334
P36169
P87270
P35203
P53978
Q03722
P53319
P46943
P47160
P33759
Q04511
P52492
P40898
P48562
P47912
Q03713
Q02875
P32789
P32610
P32908
Q02948
P01095
P38349
Q02775
P40038
P40034
P53882
P20433
P32783
Q03942
Q03862
P12754
P25042
P11914
P52910
P32368
P38760
Q02606
P25562
P51601
P39517
P47124
P53837
Q04412
O14467
Q01919
P38363
P38247
Q12270
Q06681
P53195
P38201
P25374
P43578
P32340
Q05789
P25343
P38334
P40005
Q06001
P53012
P53236
Q12202
P32911
P38970
Q07648
P32350
P53204
P35691
P53290
Q08144
Q03579
P22108
Q7M4S9
P13181
P40151
P07246
P40319
P53755
Q12429
P38073
P39995
P38741
Q08960
P39946
P32491
P38884
Q03322
Q07395
Q12746
P39985
P53284
Q05775
P53750
P0C2I0
P34238
P36058
P22135
P40508
P11927
Q07990
O13512
P25348
Q02804
Q06162
Q07438
P40958
Q12164
P47050
P38271
P38272
Q03707
Q07844
Q04002
P38825
P06633
P40060
Q99312
P08004
P36080
P53840
P53914
P20449
P38812
O13519
P40475
Q00764
P25294
P36082
Q08259
Q99380
P19146
Q99344
P38276
Q04693
P43536
P0C2H8
P40965
Q02208
P38246
Q06216
Q04697
P38998
P35271
P38723
P36520
Q04601
Q08728
P31755
P53296
P25297
P30605
P42946
P17106
P48439
P07267
P36096
P39073
Q06151
Q05930
P53214
P40574
P40208
Q05021
P36028
P00890
Q12365
P38819
Q08723
P42936
P38123
P47025
P47033
Q05787
P24871
Q12282
Q03455
P39924
P38824
P50947
Q08533
P60010
P17121
P31383
P53877
P50106
Q03956
Q01159
P40218
Q06263
P30665
Q06010
P38805
Q03768
Q04031
Q12276
P38714
P38748
Q12018
Q03898
P24813
P32465
P21592
P54858
Q03205
Q12498
P38168
Q99247
P38729
P07260
Q08216
P04046
P39542
P37366
P30620
P40042
P32361
P40550
Q04149
P38011
P53222
P21372
P04173
P53211
P22213
P38066
P43553
P53915
P43639
P17119
Q06159
Q12157
P40448
Q12298
P12611
P39112
P00445
P53747
P32387
P32191
Q05022
P53154
P25651
P33304
Q03071
P53865
P39105
P48567
P53962
Q04399
Q05899
P39720
Q12098
Q07949
P40483
P32913
Q03125
Q12026
P32288
Q07811
P39713
P42937
Q02771
Q99401
Q06053
P48362
P31376
P42222
Q08955
P40479
P36033
P25357
P16451
P47158
Q08234
P18480
Q03262
P04397
P02293
P38770
P53345
P46973
P25355
P33890
P07213
P43592
P17261
P15315
Q12321
P06634
Q03904
Q03330
P09733
P06786
P38164
Q12211
Q08873
Q02892
P23250
P40968
P39012
P53121
P40988
Q04110
P40073
P35127
Q12094
P23624
P40552
Q08045
Q12342
P46985
P38439
P40335
Q07355
Q12130
Q03162
P38929
P15703
P46991
Q04437
P47020
P18562
P39981
P53183
Q06568
P20095
P38240
P35198
P38297
P53256
P32944
P38988
P07259
Q12488
P07236
P53336
P32329
Q12260
Q99219
P40077
Q12159
P28519
P46681
Q12160
P40056
P00425
P12689
P53952
P41697
P39538
P32807
P47171
P50089
P38623
Q05934
P35731
Q12102
P39969
P06245
P43558
Q12328
P38989
P34163
P53687
Q08651
P13574
P25620
P46682
P06843
P01149
P37254
P25382
Q04739
P32380
P30771
P36124
P38804
P48560
P38330
O13527
Q08193
P35842
O13579
P39952
Q06640
P19524
Q12146
P09032
Q12377
P25376
Q05998
P40207
O13562
P32657
P50104
Q05791
Q08465
P35197
Q07688
P38878
P53892
P38267
P43132
Q12411
P21734
Q01532
Q12143
O94084
P51996
P33203
P40072
P05626
O13577
P53166
P43599
P38274
P23180
P53907
Q06338
Q07381
Q01926
Q06168
P53887
Q03697
P47003
P06701
P53238
O13587
P53242
P33328
P38090
P39676
P25299
Q06218
P36154
P38897
Q08058
P19414
P48568
P41896
P36112
P53631
P10962
P38934
Q03703
P54199
Q05503
Q04673
P16140
Q12265
P38190
P32833
Q03236
P18963
Q02521
P05373
P32854
P32523
P39743
P53822
P36105
P41800
P21524
P35179
P38198
P40057
P24000
P32863
Q03834
Q06821
P05754
P38252
Q02979
P39702
P32781
Q06834
Q00723
P25368
Q08182
P36136
P36074
P36517
Q06106
P36531
P00724
Q03695
P50113
P48363
P30606
P54000
Q06344
P23561
Q08457
P08679
P32473
P53133
P39982
P20048
O13567
Q06512
Q08213
P43601
P03875
P18961
P40504
Q03525
P08458
P53260
Q03824
Q05040
P41277
P53341
P43614
P34218
P40366
P40561
P40538
Q12047
Q08742
P38300
O13555
Q12363
Q08579
Q08118
P06169
P33339
P32499
Q12277
Q08773
Q06204
Q12080
P40018
P32900
Q02793
P11433
Q12478
P32490
Q08911
P25588
Q04930
P33303
P42841
Q08236
P17065
Q12512
P40553
Q3E829
Q04418
Q08929
P0C2H9
Q06697
P20606
P39718
P25375
P43618
Q12223
P17883
P38754
O94085
P32806
Q07798
P08425
P46986
P53312
P47028
P40541
P21264
P23255
Q08231
P41546
Q12124
P34215
P16521
P34758
Q12341
Q08915
P52490
P53219
P40474
P38774
P38636
P53616
P38285
Q12500
P42938
P16522
P40955
P09624
P14020
P32626
P33309
Q00776
P24814
P38063
P49723
Q06549
Q04213
Q04659
Q07657
P38861
P33332
P32859
P40501
P53009
Q02721
P36094
P43577
P18409
P40438
P32803
P23369
Q03758
Q99395
P36076
Q02884
P36162
Q08293
Q99190
P38784
P25502
P39515
P43593
Q06142
Q12327
P40565
Q07458
P40505
Q10740
P25043
P36172
P40454
Q08685
P21657
P40993
P23179
P40889
P35735
Q05778
P53145
Q12416
P36160
P08459
P21957
P40459
P38013
P54838
P38696
P39962
P53340
P40347
Q12369
Q06315
P35191
P38354
Q12407
P32609
Q12009
P00127
P53039
Q06390
P53191
P46674
P32528
P32599
P32893
P53243
P25491
P05986
P13711
Q03246
P07149
P53067
P00549
P36533
P47090
Q03375
P28273
P38313
P47167
Q05636
P53335
Q05043
Q07478
P31381
Q12193
P04911
P40554
P07560
Q12151
P40484
Q03798
Q03705
P43575
P23900
P53247
P40570
P38139
P47038
P07279
P25087
P32829
Q12462
P33421
P00817
P47103
P41921
Q07923
P47095
P10863
P32339
Q04471
Q00402
P53330
P32571
P40545
P05753
P32566
P21269
P38885
P53278
P43556
P25572
Q06493
P47138
P40885
P13045
P21242
P40468
P12612
P38083
Q07978
P37302
Q05790
P53248
P31379
Q08229
P38147
P38751
Q04003
P40043
P25613
P32386
Q08222
Q12214
P35187
Q04477
P53299
Q02209
P25693
Q08227
P05740
Q12267
Q05015
P32801
P32445
Q03718
P25351
Q06405
Q05881
P07269
P39734
P14771
P32345
P36173
Q12127
P53864
Q12219
P53142
P32342
P40050
Q05979
P38344
P15424
P38922
P40457
P38868
Q12121
P21147
P11746
P53229
P53970
P36008
Q99297
P30656
P38238
Q04660
Q08206
P35736
P38756
P38768
P39735
P38248
P09547
P39077
P38726
Q06169
P27825
Q12449
P07286
P38250
Q06593
Q12324
Q08921
P40493
P28005
Q12432
P50090
Q06143
Q12024
Q04767
P20107
P42840
P38912
P38336
P06838
Q03630
P40850
Q03177
P38249
P04912
Q06011
P19812
P38890
P25303
P39966
P47005
P43590
P07390
P87282
P36146
P38319
P53050
P25600
Q08237
P07264
P07250
P38265
P41338
P87263
P07347
Q12251
P25296
P53939
P53080
P53874
P33306
P53344
P31539
Q12343
P53273
P38838
P40485
P32375
Q12155
P41543
P47096
P40513
P48237
Q08729
P47083
P38169
P52553
P47187
P41318
P38727
P50087
P38773
P43123
P47094
P50079
P40075
P22470
P16547
P25559
P40492
P40009
P47093
Q06177
O14455
P32481
P47113
P00447
Q04458
Q12330
P14742
P07266
P38991
P04838
P38826
Q06822
P38753
P53727
P38288
Q03944
P38141
P19807
P33894
Q04049
O13554
Q04120
P06785
P22023
P38269
P47049
P40523
Q12115
P04387
P39109
P21825
Q12418
P47115
P47032
P52960
P53878
P12684
Q04549
P22543
P53971
P33775
P33199
P38815
Q12184
Q08909
Q04895
P53212
Q12288
P38262
Q00947
Q12256
P46971
Q05785
Q99195
P32787
P54786
Q07376
P38429
Q06543
P28743
Q04949
P28007
P18414
Q08023
P40576
P42935
P39548
P32462
P00942
P13185
P39005
P37303
P47059
Q02630
P53143
P40542
Q07589
P32912
P53064
O13543
O13573
Q00955
Q12489
P33750
P53769
Q12362
P53983
Q12753
Q12028
P11075
Q12352
P36165
Q03435
P12351
Q06098
P53717
P28707
P39004
P50945
P25623
P53912
P54070
P36014
P40069
P39552
P53746
P53834
P89886
P38962
Q04322
P21951
P50264
P38839
P09064
P38306
Q12507
P36114
P04801
P18898
P25582
Q04199
P39557
P49435
P38340
P53941
P06103
Q03640
P39744
Q00916
Q08992
P53044
P89114
P38153
Q06349
P49957
P38734
P11972
Q04748
P02309
P46950
Q03795
P40080
P53860
Q08967
P32352
P40014
Q07979
P32485
P38687
P25347
P40452
Q06408
P48743
P32602
Q04533
P39083
P38294
P53317
P38634
P39976
P46669
P19659
P53919
Q03433
P53967
P50623
P53185
P53598
P40451
P40217
Q05359
P38428
P22224
Q00245
P53088
P29366
P37020
Q08562
P38251
P53718
P46956
P39521
P16862
P40154
P41544
P19956
P43585
P39986
P29468
P38301
P39983
P53961
P25567
P07249
P00175
P29496
P40960
P53221
P01123
Q07684
Q92328
P27810
P53066
P33329
P22204
Q06679
Q08968
P32939
Q08601
O13539
P40341
P54074
Q01080
P61830
P07702
P38112
P49090
Q07913
P40959
P36088
P38360
Q06488
P25346
P32598
Q07649
P53168
P40092
Q06819
Q03148
P39932
P50108
P20049
P22219
P38165
P48235
Q03446
Q07660
P15938
Q12329
P32874
P38065
P34252
P07271
Q12206
P38220
P25367
P38122
P39926
O74700
Q07921
P23285
P32457
P38590
Q03818
Q05942
Q12091
Q02100
P53954
P04807
P32476
P43534
Q12177
P47146
P22936
Q04674
P00937
P38273
P53112
P41810
P38346
Q08484
P53270
P38755
Q02767
P22768
Q12482
P38863
P38072
P30657
P53060
P42945
Q05016
P32590
Q12532
P33755
Q03264
P35200
P38986
Q02825
P38009
P39678
Q12185
P14737
P25694
P25345
P87271
Q04052
Q08887
Q12215
P38850
Q02659
Q08498
P39725
P53843
P54784
P32603
P21560
P38260
P54964
Q06127
Q12405
P32583
P53294
Q06489
P14682
P25627
P40317
P33335
Q04599
P40549
P40342
Q07655
P43635
P40354
Q02555
Q12243
P38137
P61864
P53136
P29465
P53894
P32447
P40351
P38735
Q12165
P36144
P38798
Q05610
P33204
Q07825
P24867
Q05892
Q05635
P43567
P40087
P25298
P00360
P33893
P00424
Q04902
P34249
P13434
P27637
Q06148
P40187
P40572
P24783
P34228
Q08109
Q12245
P39705
P00420
P34230
Q99278
Q08202
P32464
P33331
P53237
P38146
P20459
Q03558
P33441
P53010
P35201
Q00362
P23615
P53973
P36075
P47044
P38161
P46999
P40202
P36034
P53333
P10869
P48239
Q12318
Q12443
P47029
P36163
P36093
P40065
P22696
P53540
P32521
P42223
Q07716
P38823
Q12461
P38689
P20134
Q12074
P38150
P39520
Q06628
P38109
P07256
P47143
P32612
Q00816
P38225
P07866
P40008
P32357
Q12506
Q06346
Q12454
P38208
Q04502
Q06208
Q12220
Q12099
Q12007
Q01560
P53721
Q03935
P53298
P53100
Q03083
Q04740
P04817
Q08444
P53863
P22216
Q06511
O94742
P34219
Q02647
P38127
Q08207
Q12273
Q04226
Q3E790
Q12425
P47147
P41806
P32524
Q07904
Q12218
P40478
P25554
Q07533
P38795
P40071
Q12335
P36224
P04650
P42942
P33307
P87284
P36103
P14306
P22855
P04051
Q92316
P53093
P25378
Q04869
P20795
P15108
P32915
P00729
O13550
Q03124
P40563
P04803
P35734
P38793
P54007
P42836
P54115
Q12178
P32505
Q04734
P03965
P15380
P40498
P53226
Q07442
P38707
P14126
P24482
P38180
P34243
P33296
Q05670
Q12473
Q03289
P13382
P34160
P38151
P47047
P40078
P53147
P40066
Q12515
P50088
P38114
P06197
P19882
Q06703
Q99257
P36057
P09938
P32363
P40529
P39955
P36523
P20486
P43633
P38744
Q12289
P54787
P43565
Q07471
P34244
P35207
P45819
P36118
P31374
P38803
P40559
Q04178
P40471
P32496
P15790
Q08932
P21339
P40857
P47085
P38187
P47118
P31111
P53223
P04451
P40496
P40440
P34237
P23337
P32895
P32489
P40564
P08466
P53956
P47120
Q12675
P38326
P21375
P50875
P22147
P39108
Q12240
P32468
P39009
P35195
Q12050
P40584
Q08485
P15700
P38860
Q12067
P50102
O13556
P38286
P42842
P11747
P32486
Q08409
P52870
Q6B2C0
Q08561
P38620
P28495
P33300
P38758
P32641
Q12527
P00045
Q05637
P43122
P40961
P12866
P48231
Q12368
P38875
P36066
Q06466
P40586
P0C0X0
P38080
Q01389
P34110
Q12246
Q12017
P38843
P38877
Q08958
Q06629
P47054
P40975
P53108
P40097
P40890
P40030
P33122
Q02803
P11655
Q08906
Q06625
Q12400
P20050
P18239
Q12404
P47190
P32573
P25585
P32354
P32621
P53905
Q12516
P53119
P38777
Q03787
P53871
Q12446
P53267
P23287
P38799
Q07410
Q12398
P38275
Q12172
P40422
Q12084
P16120
P36158
Q04964
P32798
P40326
P61829
P36032
P40465
P47043
P47122
P05738
P47036
P38692
P25604
P80235
Q08270
P32461
P47089
P26309
P25612
P38323
P25354
Q12466
Q04336
P36085
P38827
P47152
Q07987
P43609
Q05506
P09440
P40547
P50942
Q12144
P38782
P19658
Q05024
P23201
P12962
Q12262
P35718
P41808
P08456
P38177
P36525
P41735
P38226
P47157
Q07927
P49954
P40987
Q06554
P34253
P01365
Q05580
Q12176
Q12175
P40464
P38837
P40359
P34730
Q12317
P10081
Q12505
P52868
P14065
Q99314
Q12517
P32849
P36519
P32855
P53343
P38277
Q12408
P37267
P53008
P36132
P53857
Q12233
Q04018
P53276
P38214
P25575
P31385
P0C0W1
Q12189
P10823
P38120
P20448
P40579
P53726
P53125
P25381
P07215
P53071
P46988
P53245
P50095
P38999
P53838
Q08970
Q03656
Q12444
Q02776
P53177
P38232
P38854
P32867
P32841
Q04751
P28742
Q92331
P25366
P40049
P47126
P53308
P38089
P28584
P47023
P53744
P32500
Q08474
Q12039
Q08673
P32770
Q12530
P32805
P32628
P26798
P06243
P52924
Q04301
P53313
P32344
P07245
Q12744
Q07980
P43574
P39078
Q12038
Q04311
P32909
P36107
P40509
P36127
P32588
P32558
P43591
Q12231
Q12745
P14063
Q07865
P41913
P53311
P32259
Q07843
Q06506
P13134
P38345
P42834
P00330
P38764
P46989
P40896
Q12107
Q04952
P27351
P33418
P16603
P05694
P32660
P38737
Q03554
Q04264
Q02786
P53934
P40365
P25045
P39081
P32379
P53918
P23776
Q03774
P35176
Q04934
P36153
P40519
P38806
P25300
P08417
P38771
P35194
P39003
P47077
P38915
P53283
P40568
P25341
P21192
Q02642
P21826
P20447
Q12261
P40156
Q12149
P20604
Q08548
Q12114
P22136
Q06667
P32493
P40023
P53743
P32835
Q12029
P40517
P47039
P48526
Q05031
Q12344
P25386
Q07535
P33754
Q06324
P53259
P23585
P38816
P40356
P39979
Q03214
P53899
P21268
Q07532
P33301
Q12510
P47101
P53819
P32910
Q08641
P37291
P29539
Q03702
P17898
Q08110
P20434
P38767
Q06479
P53265
Q12069
P32492
P39683
Q03231
P05030
Q12340
P38691
P10622
Q9URQ3
P34164
Q03306
P32618
P42221
P37298
P53055
Q12372
P47012
P47035
P00854
P28239
P53854
P42944
P25657
P19454
Q08581
P27999
Q05166
Q06623
P30402
Q01722
P32263
P53286
Q08018
P36017
Q3E757
Q04401
P38821
Q06567
P38158
P35999
P36040
P53879
P24870
P53137
P43571
P53394
P53209
P53234
P37370
P04840
P09880
P40027
Q12495
P53174
P53201
P38207
O13558
Q07834
Q12135
Q12355
P38341
Q12447
P38794
P38801
P41057
P53901
P53124
P39875
P25615
P38228
P39977
P21651
P36104
P38075
Q08702
P53833
P47017
Q05518
P40573
P17891
P38431
Q03063
P38713
P53976
P07244
Q12236
P38783
P50276
P48234
Q00618
P32334
P23059
P41832
P37292
P19145
Q03530
P38166
Q05955
Q08774
Q06158
Q06247
Q03785
P38717
Q07829
Q02908
Q12003
Q06205
Q03290
P40437
P53390
Q12468
P11076
Q04299
P28778
Q04329
Q08558
P48232
P32478
P53932
P20485
P02557
P53037
P34111
P53849
Q12205
P53159
P53885
P32828
Q02774
P39729
P40434
P38293
P38242
P53853
Q02891
Q08902
P21954
Q12450
P07273
P38211
P41835
P25625
Q01448
P38426
P40024
P52867
Q03281
P39563
Q03750
P32356
P34087
P35210
P18544
P38041
Q03096
Q04461
P38927
Q04408
P38318
P47142
P53307
P10862
Q05583
P53227
P34760
P38143
Q02725
P34250
P18851
P50861
P00856
P40047
Q06132
P47184
P34239
P38909
P32480
P18888
P15992
P47019
Q04806
